Branch,Total Sales WT,Date
MUKTESWARAM (V6),47248,30-Jan-2024
MUKTESWARAM (V6),47765,31-Jan-2024
MUKTESWARAM (V6),68227,1-Feb-2024
MUKTESWARAM (V6),56059,2-Feb-2024
MUKTESWARAM (V6),50396,3-Feb-2024
MUKTESWARAM (V6),67153,4-Feb-2024
MUKTESWARAM (V6),54485,5-Feb-2024
MUKTESWARAM (V6),64323,6-Feb-2024
MUKTESWARAM (V6),60739,7-Feb-2024
MUKTESWARAM (V6),60238,8-Feb-2024
MUKTESWARAM (V6),52234,9-Feb-2024
MUKTESWARAM (V6),44887,10-Feb-2024
MUKTESWARAM (V6),80709,11-Feb-2024
MUKTESWARAM (V6),53647,12-Feb-2024
MUKTESWARAM (V6),61041,13-Feb-2024
MUKTESWARAM (V6),39144,14-Feb-2024
MUKTESWARAM (V6),50356,15-Feb-2024
MUKTESWARAM (V6),41622,16-Feb-2024
MUKTESWARAM (V6),53826,17-Feb-2024
MUKTESWARAM (V6),59427,18-Feb-2024
MUKTESWARAM (V6),81785,19-Feb-2024
MUKTESWARAM (V6),46366,20-Feb-2024
MUKTESWARAM (V6),45920,21-Feb-2024
MUKTESWARAM (V6),55653,22-Feb-2024
MUKTESWARAM (V6),54000,23-Feb-2024
MUKTESWARAM (V6),70339,24-Feb-2024
MUKTESWARAM (V6),47098,25-Feb-2024
MUKTESWARAM (V6),54461,26-Feb-2024
MUKTESWARAM (V6),42679,27-Feb-2024
MUKTESWARAM (V6),43768,28-Feb-2024
MUKTESWARAM (V6),48482,29-Feb-2024
MUKTESWARAM (V6),38073,1-Mar-2024
MUKTESWARAM (V6),56639,2-Mar-2024
MUKTESWARAM (V6),70991,3-Mar-2024
MUKTESWARAM (V6),65211,4-Mar-2024
MUKTESWARAM (V6),57815,5-Mar-2024
MUKTESWARAM (V6),48360,6-Mar-2024
MUKTESWARAM (V6),65899,7-Mar-2024
MUKTESWARAM (V6),34315,8-Mar-2024
MUKTESWARAM (V6),50673,9-Mar-2024
MUKTESWARAM (V6),76898,10-Mar-2024
MUKTESWARAM (V6),50206,11-Mar-2024
MUKTESWARAM (V6),41544,12-Mar-2024
MUKTESWARAM (V6),38849,13-Mar-2024
MUKTESWARAM (V6),66312,14-Mar-2024
MUKTESWARAM (V6),42255,15-Mar-2024
MUKTESWARAM (V6),57837,16-Mar-2024
MUKTESWARAM (V6),53788,17-Mar-2024
MUKTESWARAM (V6),50501,18-Mar-2024
MUKTESWARAM (V6),49944,19-Mar-2024
MUKTESWARAM (V6),58217,20-Mar-2024
MUKTESWARAM (V6),43116,21-Mar-2024
MUKTESWARAM (V6),48805,22-Mar-2024
MUKTESWARAM (V6),56987,23-Mar-2024
MUKTESWARAM (V6),52647,24-Mar-2024
MUKTESWARAM (V6),44841,25-Mar-2024
MUKTESWARAM (V6),44765,26-Mar-2024
MUKTESWARAM (V6),48475,27-Mar-2024
MUKTESWARAM (V6),56922,28-Mar-2024
MUKTESWARAM (V6),45467,29-Mar-2024
MUKTESWARAM (V6),55250,30-Mar-2024
MUKTESWARAM (V6),49206,31-Mar-2024
MUMMIDIVARAM,119830,1-Apr-2023
MUMMIDIVARAM,118396,2-Apr-2023
MUMMIDIVARAM,179377,3-Apr-2023
MUMMIDIVARAM,160840,4-Apr-2023
MUMMIDIVARAM,119910,5-Apr-2023
MUMMIDIVARAM,159868,6-Apr-2023
MUMMIDIVARAM,191373,7-Apr-2023
MUMMIDIVARAM,142324,8-Apr-2023
MUMMIDIVARAM,140773,9-Apr-2023
MUMMIDIVARAM,171293,10-Apr-2023
MUMMIDIVARAM,130656,11-Apr-2023
MUMMIDIVARAM,152131,12-Apr-2023
MUMMIDIVARAM,130554,13-Apr-2023
MUMMIDIVARAM,159182,14-Apr-2023
MUMMIDIVARAM,124138,15-Apr-2023
MUMMIDIVARAM,125113,16-Apr-2023
MUMMIDIVARAM,144613,17-Apr-2023
MUMMIDIVARAM,119031,18-Apr-2023
MUMMIDIVARAM,106748,19-Apr-2023
MUMMIDIVARAM,145018,20-Apr-2023
MUMMIDIVARAM,124090,21-Apr-2023
MUMMIDIVARAM,117596,22-Apr-2023
MUMMIDIVARAM,109626,23-Apr-2023
MUMMIDIVARAM,169797,24-Apr-2023
MUMMIDIVARAM,136213,25-Apr-2023
MUMMIDIVARAM,113923,26-Apr-2023
MUMMIDIVARAM,133409,27-Apr-2023
MUMMIDIVARAM,137920,28-Apr-2023
MUMMIDIVARAM,110446,29-Apr-2023
MUMMIDIVARAM,118717,30-Apr-2023
MUMMIDIVARAM,129872,1-May-2023
MUMMIDIVARAM,190835,2-May-2023
MUMMIDIVARAM,145176,3-May-2023
MUMMIDIVARAM,166667,4-May-2023
MUMMIDIVARAM,154983,5-May-2023
MUMMIDIVARAM,140410,6-May-2023
MUMMIDIVARAM,174891,7-May-2023
MUMMIDIVARAM,183843,8-May-2023
MUMMIDIVARAM,151879,9-May-2023
MUMMIDIVARAM,127077,10-May-2023
MUMMIDIVARAM,157528,11-May-2023
MUMMIDIVARAM,178690,12-May-2023
MUMMIDIVARAM,154016,13-May-2023
MUMMIDIVARAM,127902,14-May-2023
MUMMIDIVARAM,184832,15-May-2023
MUMMIDIVARAM,130139,16-May-2023
MUMMIDIVARAM,130061,17-May-2023
MUMMIDIVARAM,163201,18-May-2023
MUMMIDIVARAM,128149,19-May-2023
MUMMIDIVARAM,140009,20-May-2023
MUMMIDIVARAM,145241,21-May-2023
MUMMIDIVARAM,159211,22-May-2023
MUMMIDIVARAM,118609,23-May-2023
MUMMIDIVARAM,108909,24-May-2023
MUMMIDIVARAM,137857,25-May-2023
MUMMIDIVARAM,138501,26-May-2023
MUMMIDIVARAM,144014,27-May-2023
MUMMIDIVARAM,135304,28-May-2023
MUMMIDIVARAM,213425,29-May-2023
MUMMIDIVARAM,97283,30-May-2023
MUMMIDIVARAM,138014,31-May-2023
MUMMIDIVARAM,171833,1-Jun-2023
MUMMIDIVARAM,179275,2-Jun-2023
MUMMIDIVARAM,150687,3-Jun-2023
MUMMIDIVARAM,129750,4-Jun-2023
MUMMIDIVARAM,189475,5-Jun-2023
MUMMIDIVARAM,148991,6-Jun-2023
MUMMIDIVARAM,148290,7-Jun-2023
MUMMIDIVARAM,168916,8-Jun-2023
MUMMIDIVARAM,170243,9-Jun-2023
MUMMIDIVARAM,138042,10-Jun-2023
MUMMIDIVARAM,135382,11-Jun-2023
MUMMIDIVARAM,183741,12-Jun-2023
MUMMIDIVARAM,138154,13-Jun-2023
MUMMIDIVARAM,166854,14-Jun-2023
MUMMIDIVARAM,150866,15-Jun-2023
MUMMIDIVARAM,151021,16-Jun-2023
MUMMIDIVARAM,123422,17-Jun-2023
MUMMIDIVARAM,131291,18-Jun-2023
MUMMIDIVARAM,197674,19-Jun-2023
MUMMIDIVARAM,165851,20-Jun-2023
MUMMIDIVARAM,80215,21-Jun-2023
MUMMIDIVARAM,175173,22-Jun-2023
MUMMIDIVARAM,133116,23-Jun-2023
MUMMIDIVARAM,144024,24-Jun-2023
MUMMIDIVARAM,151545,25-Jun-2023
MUMMIDIVARAM,161225,26-Jun-2023
MUMMIDIVARAM,138922,27-Jun-2023
MUMMIDIVARAM,115405,28-Jun-2023
MUMMIDIVARAM,110863,29-Jun-2023
MUMMIDIVARAM,146811,30-Jun-2023
MUMMIDIVARAM,124917,1-Jul-2023
MUMMIDIVARAM,175298,2-Jul-2023
MUMMIDIVARAM,105918,3-Jul-2023
MUMMIDIVARAM,181858,4-Jul-2023
MUMMIDIVARAM,152711,5-Jul-2023
MUMMIDIVARAM,148376,6-Jul-2023
MUMMIDIVARAM,186513,7-Jul-2023
MUMMIDIVARAM,151154,8-Jul-2023
MUMMIDIVARAM,127131,9-Jul-2023
MUMMIDIVARAM,167448,10-Jul-2023
MUMMIDIVARAM,159393,11-Jul-2023
MUMMIDIVARAM,112432,12-Jul-2023
MUMMIDIVARAM,125744,13-Jul-2023
MUMMIDIVARAM,141275,14-Jul-2023
MUMMIDIVARAM,149396,15-Jul-2023
MUMMIDIVARAM,129957,16-Jul-2023
MUMMIDIVARAM,126133,17-Jul-2023
MUMMIDIVARAM,132061,18-Jul-2023
MUMMIDIVARAM,124688,19-Jul-2023
MUMMIDIVARAM,132578,20-Jul-2023
MUMMIDIVARAM,112473,21-Jul-2023
MUMMIDIVARAM,110331,22-Jul-2023
MUMMIDIVARAM,171635,23-Jul-2023
MUMMIDIVARAM,95514,24-Jul-2023
MUMMIDIVARAM,148968,25-Jul-2023
MUMMIDIVARAM,124264,26-Jul-2023
MUMMIDIVARAM,133267,27-Jul-2023
MUMMIDIVARAM,141435,28-Jul-2023
MUMMIDIVARAM,110594,29-Jul-2023
MUMMIDIVARAM,117209,30-Jul-2023
MUMMIDIVARAM,154006,31-Jul-2023
MUMMIDIVARAM,147903,1-Aug-2023
MUMMIDIVARAM,162881,2-Aug-2023
MUMMIDIVARAM,160723,3-Aug-2023
MUMMIDIVARAM,145665,4-Aug-2023
MUMMIDIVARAM,130315,5-Aug-2023
MUMMIDIVARAM,165090,6-Aug-2023
MUMMIDIVARAM,176378,7-Aug-2023
MUMMIDIVARAM,143021,8-Aug-2023
MUMMIDIVARAM,111382,9-Aug-2023
MUMMIDIVARAM,141865,10-Aug-2023
MUMMIDIVARAM,143603,11-Aug-2023
MUMMIDIVARAM,134948,12-Aug-2023
MUMMIDIVARAM,141801,13-Aug-2023
MUMMIDIVARAM,154056,14-Aug-2023
MUMMIDIVARAM,155647,15-Aug-2023
MUMMIDIVARAM,111355,16-Aug-2023
MUMMIDIVARAM,168589,17-Aug-2023
MUMMIDIVARAM,102430,18-Aug-2023
MUMMIDIVARAM,133062,19-Aug-2023
MUMMIDIVARAM,147826,20-Aug-2023
MUMMIDIVARAM,157010,21-Aug-2023
MUMMIDIVARAM,142305,22-Aug-2023
MUMMIDIVARAM,139688,23-Aug-2023
MUMMIDIVARAM,268262,24-Aug-2023
MUMMIDIVARAM,80388,25-Aug-2023
MUMMIDIVARAM,81509,26-Aug-2023
MUMMIDIVARAM,91054,27-Aug-2023
MUMMIDIVARAM,132948,28-Aug-2023
MUMMIDIVARAM,126148,29-Aug-2023
MUMMIDIVARAM,140114,30-Aug-2023
MUMMIDIVARAM,145876,31-Aug-2023
MUMMIDIVARAM,127761,1-Sep-2023
MUMMIDIVARAM,138309,2-Sep-2023
MUMMIDIVARAM,147969,3-Sep-2023
MUMMIDIVARAM,227266,4-Sep-2023
MUMMIDIVARAM,177528,5-Sep-2023
MUMMIDIVARAM,110043,6-Sep-2023
MUMMIDIVARAM,179408,7-Sep-2023
MUMMIDIVARAM,150526,8-Sep-2023
MUMMIDIVARAM,159129,9-Sep-2023
MUMMIDIVARAM,116651,10-Sep-2023
MUMMIDIVARAM,96100,11-Sep-2023
MUMMIDIVARAM,197006,12-Sep-2023
MUMMIDIVARAM,141404,13-Sep-2023
MUMMIDIVARAM,139494,14-Sep-2023
MUMMIDIVARAM,183638,15-Sep-2023
MUMMIDIVARAM,158191,16-Sep-2023
MUMMIDIVARAM,223475,17-Sep-2023
MUMMIDIVARAM,114807,18-Sep-2023
MUMMIDIVARAM,154816,19-Sep-2023
MUMMIDIVARAM,94733,20-Sep-2023
MUMMIDIVARAM,99393,21-Sep-2023
MUMMIDIVARAM,127090,22-Sep-2023
MUMMIDIVARAM,112672,23-Sep-2023
MUMMIDIVARAM,104850,24-Sep-2023
MUMMIDIVARAM,142410,25-Sep-2023
MUMMIDIVARAM,124444,26-Sep-2023
MUMMIDIVARAM,122278,27-Sep-2023
MUMMIDIVARAM,136610,28-Sep-2023
MUMMIDIVARAM,126866,29-Sep-2023
MUMMIDIVARAM,113409,30-Sep-2023
MUMMIDIVARAM,142367,1-Oct-2023
MUMMIDIVARAM,184052,2-Oct-2023
MUMMIDIVARAM,151725,3-Oct-2023
MUMMIDIVARAM,134808,4-Oct-2023
MUMMIDIVARAM,155062,5-Oct-2023
MUMMIDIVARAM,150334,6-Oct-2023
MUMMIDIVARAM,165280,7-Oct-2023
MUMMIDIVARAM,129410,8-Oct-2023
MUMMIDIVARAM,139563,9-Oct-2023
MUMMIDIVARAM,173328,10-Oct-2023
MUMMIDIVARAM,125963,11-Oct-2023
MUMMIDIVARAM,167141,12-Oct-2023
MUMMIDIVARAM,182349,13-Oct-2023
MUMMIDIVARAM,150310,14-Oct-2023
MUMMIDIVARAM,139970,15-Oct-2023
MUMMIDIVARAM,157824,16-Oct-2023
MUMMIDIVARAM,148656,17-Oct-2023
MUMMIDIVARAM,139484,18-Oct-2023
MUMMIDIVARAM,138145,19-Oct-2023
MUMMIDIVARAM,125365,20-Oct-2023
MUMMIDIVARAM,116843,21-Oct-2023
MUMMIDIVARAM,144675,22-Oct-2023
MUMMIDIVARAM,147008,23-Oct-2023
MUMMIDIVARAM,135946,24-Oct-2023
MUMMIDIVARAM,116658,25-Oct-2023
MUMMIDIVARAM,152459,26-Oct-2023
MUMMIDIVARAM,133440,27-Oct-2023
MUMMIDIVARAM,121289,28-Oct-2023
MUMMIDIVARAM,125046,29-Oct-2023
MUMMIDIVARAM,187122,30-Oct-2023
MUMMIDIVARAM,122287,31-Oct-2023
MUMMIDIVARAM,114609,1-Nov-2023
MUMMIDIVARAM,171211,2-Nov-2023
MUMMIDIVARAM,179553,3-Nov-2023
MUMMIDIVARAM,150153,4-Nov-2023
MUMMIDIVARAM,162112,5-Nov-2023
MUMMIDIVARAM,189136,6-Nov-2023
MUMMIDIVARAM,193217,7-Nov-2023
MUMMIDIVARAM,142883,8-Nov-2023
MUMMIDIVARAM,202677,9-Nov-2023
MUMMIDIVARAM,239451,10-Nov-2023
MUMMIDIVARAM,169130,11-Nov-2023
MUMMIDIVARAM,153577,12-Nov-2023
MUMMIDIVARAM,165166,13-Nov-2023
MUMMIDIVARAM,140529,14-Nov-2023
MUMMIDIVARAM,113799,15-Nov-2023
MUMMIDIVARAM,144205,16-Nov-2023
MUMMIDIVARAM,139301,17-Nov-2023
MUMMIDIVARAM,120837,18-Nov-2023
MUMMIDIVARAM,118201,19-Nov-2023
MUMMIDIVARAM,101908,20-Nov-2023
MUMMIDIVARAM,145755,21-Nov-2023
MUMMIDIVARAM,131667,22-Nov-2023
MUMMIDIVARAM,129988,23-Nov-2023
MUMMIDIVARAM,150131,24-Nov-2023
MUMMIDIVARAM,133932,25-Nov-2023
MUMMIDIVARAM,133293,26-Nov-2023
MUMMIDIVARAM,152157,27-Nov-2023
MUMMIDIVARAM,115744,28-Nov-2023
MUMMIDIVARAM,100541,29-Nov-2023
MUMMIDIVARAM,142403,30-Nov-2023
MUMMIDIVARAM,172809,1-Dec-2023
MUMMIDIVARAM,124915,2-Dec-2023
MUMMIDIVARAM,153075,3-Dec-2023
MUMMIDIVARAM,105118,4-Dec-2023
MUMMIDIVARAM,157068,5-Dec-2023
MUMMIDIVARAM,174631,6-Dec-2023
MUMMIDIVARAM,189739,7-Dec-2023
MUMMIDIVARAM,159156,8-Dec-2023
MUMMIDIVARAM,136428,9-Dec-2023
MUMMIDIVARAM,165537,10-Dec-2023
MUMMIDIVARAM,156518,11-Dec-2023
MUMMIDIVARAM,135895,12-Dec-2023
MUMMIDIVARAM,114851,13-Dec-2023
MUMMIDIVARAM,156762,14-Dec-2023
MUMMIDIVARAM,145361,15-Dec-2023
MUMMIDIVARAM,111289,16-Dec-2023
MUMMIDIVARAM,118318,17-Dec-2023
MUMMIDIVARAM,137777,18-Dec-2023
MUMMIDIVARAM,139741,19-Dec-2023
MUMMIDIVARAM,109202,20-Dec-2023
MUMMIDIVARAM,125952,21-Dec-2023
MUMMIDIVARAM,156012,22-Dec-2023
MUMMIDIVARAM,122403,23-Dec-2023
MUMMIDIVARAM,132561,24-Dec-2023
MUMMIDIVARAM,145945,25-Dec-2023
MUMMIDIVARAM,120295,26-Dec-2023
MUMMIDIVARAM,113441,27-Dec-2023
MUMMIDIVARAM,128245,28-Dec-2023
MUMMIDIVARAM,169804,29-Dec-2023
MUMMIDIVARAM,150546,30-Dec-2023
MUMMIDIVARAM,160184,31-Dec-2023
MUMMIDIVARAM,135062,1-Jan-2024
MUMMIDIVARAM,172642,2-Jan-2024
MUMMIDIVARAM,178252,3-Jan-2024
MUMMIDIVARAM,192419,4-Jan-2024
MUMMIDIVARAM,215367,5-Jan-2024
MUMMIDIVARAM,148512,6-Jan-2024
MUMMIDIVARAM,202304,7-Jan-2024
MUMMIDIVARAM,201482,8-Jan-2024
MUMMIDIVARAM,235658,9-Jan-2024
MUMMIDIVARAM,202844,10-Jan-2024
MUMMIDIVARAM,228937,11-Jan-2024
MUMMIDIVARAM,300708,12-Jan-2024
MUMMIDIVARAM,313672,13-Jan-2024
MUMMIDIVARAM,179066,14-Jan-2024
MUMMIDIVARAM,146619,15-Jan-2024
MUMMIDIVARAM,120656,16-Jan-2024
MUMMIDIVARAM,119784,17-Jan-2024
MUMMIDIVARAM,134228,18-Jan-2024
MUMMIDIVARAM,121508,19-Jan-2024
MUMMIDIVARAM,136774,20-Jan-2024
MUMMIDIVARAM,145493,21-Jan-2024
MUMMIDIVARAM,119321,22-Jan-2024
MUMMIDIVARAM,104235,23-Jan-2024
MUMMIDIVARAM,122135,24-Jan-2024
MUMMIDIVARAM,112115,25-Jan-2024
MUMMIDIVARAM,113843,26-Jan-2024
MUMMIDIVARAM,108460,27-Jan-2024
MUMMIDIVARAM,109443,28-Jan-2024
MUMMIDIVARAM,120192,29-Jan-2024
MUMMIDIVARAM,130455,30-Jan-2024
MUMMIDIVARAM,117458,31-Jan-2024
MUMMIDIVARAM,161242,1-Feb-2024
MUMMIDIVARAM,146779,2-Feb-2024
MUMMIDIVARAM,149670,3-Feb-2024
MUMMIDIVARAM,134125,4-Feb-2024
MUMMIDIVARAM,200670,5-Feb-2024
MUMMIDIVARAM,139676,6-Feb-2024
MUMMIDIVARAM,112637,7-Feb-2024
MUMMIDIVARAM,93699,8-Feb-2024
MUMMIDIVARAM,181440,9-Feb-2024
MUMMIDIVARAM,119769,10-Feb-2024
MUMMIDIVARAM,136433,11-Feb-2024
MUMMIDIVARAM,147204,12-Feb-2024
MUMMIDIVARAM,68018,13-Feb-2024
MUMMIDIVARAM,114737,14-Feb-2024
MUMMIDIVARAM,127500,15-Feb-2024
MUMMIDIVARAM,164492,16-Feb-2024
MUMMIDIVARAM,133237,17-Feb-2024
MUMMIDIVARAM,145185,18-Feb-2024
MUMMIDIVARAM,139787,19-Feb-2024
MUMMIDIVARAM,128039,20-Feb-2024
MUMMIDIVARAM,108741,21-Feb-2024
MUMMIDIVARAM,144556,22-Feb-2024
MUMMIDIVARAM,141570,23-Feb-2024
MUMMIDIVARAM,106711,24-Feb-2024
MUMMIDIVARAM,152441,25-Feb-2024
MUMMIDIVARAM,135784,26-Feb-2024
MUMMIDIVARAM,128953,27-Feb-2024
MUMMIDIVARAM,117363,28-Feb-2024
MUMMIDIVARAM,127751,29-Feb-2024
MUMMIDIVARAM,155882,1-Mar-2024
MUMMIDIVARAM,118368,2-Mar-2024
MUMMIDIVARAM,152982,3-Mar-2024
MUMMIDIVARAM,174524,4-Mar-2024
MUMMIDIVARAM,162311,5-Mar-2024
MUMMIDIVARAM,134937,6-Mar-2024
MUMMIDIVARAM,172338,7-Mar-2024
MUMMIDIVARAM,114482,8-Mar-2024
MUMMIDIVARAM,126963,9-Mar-2024
MUMMIDIVARAM,136590,10-Mar-2024
MUMMIDIVARAM,152020,11-Mar-2024
MUMMIDIVARAM,143545,12-Mar-2024
MUMMIDIVARAM,107807,13-Mar-2024
MUMMIDIVARAM,165590,14-Mar-2024
MUMMIDIVARAM,131673,15-Mar-2024
MUMMIDIVARAM,118251,16-Mar-2024
MUMMIDIVARAM,131211,17-Mar-2024
MUMMIDIVARAM,128407,18-Mar-2024
MUMMIDIVARAM,171633,19-Mar-2024
MUMMIDIVARAM,105506,20-Mar-2024
MUMMIDIVARAM,157570,21-Mar-2024
MUMMIDIVARAM,135683,22-Mar-2024
MUMMIDIVARAM,107988,23-Mar-2024
MUMMIDIVARAM,127043,24-Mar-2024
MUMMIDIVARAM,136458,25-Mar-2024
MUMMIDIVARAM,157923,26-Mar-2024
MUMMIDIVARAM,127597,27-Mar-2024
MUMMIDIVARAM,129323,28-Mar-2024
MUMMIDIVARAM,142025,29-Mar-2024
MUMMIDIVARAM,134296,30-Mar-2024
MUMMIDIVARAM,133181,31-Mar-2024
NARASAPURAM,202696,1-Apr-2023
NARASAPURAM,185725,2-Apr-2023
NARASAPURAM,246504,3-Apr-2023
NARASAPURAM,261932,4-Apr-2023
NARASAPURAM,277952,5-Apr-2023
NARASAPURAM,256339,6-Apr-2023
NARASAPURAM,250308,7-Apr-2023
NARASAPURAM,237268,8-Apr-2023
NARASAPURAM,211168,9-Apr-2023
NARASAPURAM,294226,10-Apr-2023
NARASAPURAM,238931,11-Apr-2023
NARASAPURAM,218763,12-Apr-2023
NARASAPURAM,199543,13-Apr-2023
NARASAPURAM,245660,14-Apr-2023
NARASAPURAM,221217,15-Apr-2023
NARASAPURAM,246792,16-Apr-2023
NARASAPURAM,247973,17-Apr-2023
NARASAPURAM,207851,18-Apr-2023
NARASAPURAM,195559,19-Apr-2023
NARASAPURAM,207262,20-Apr-2023
NARASAPURAM,204235,21-Apr-2023
NARASAPURAM,181228,22-Apr-2023
NARASAPURAM,189279,23-Apr-2023
NARASAPURAM,169834,24-Apr-2023
NARASAPURAM,166032,25-Apr-2023
NARASAPURAM,190476,26-Apr-2023
NARASAPURAM,204523,27-Apr-2023
NARASAPURAM,207792,28-Apr-2023
NARASAPURAM,221793,29-Apr-2023
NARASAPURAM,221294,30-Apr-2023
NARASAPURAM,209327,1-May-2023
NARASAPURAM,288073,2-May-2023
NARASAPURAM,251141,3-May-2023
NARASAPURAM,302648,4-May-2023
NARASAPURAM,250592,5-May-2023
NARASAPURAM,240072,6-May-2023
NARASAPURAM,257916,7-May-2023
NARASAPURAM,267929,8-May-2023
NARASAPURAM,223706,9-May-2023
NARASAPURAM,232729,10-May-2023
NARASAPURAM,196899,11-May-2023
NARASAPURAM,219239,12-May-2023
NARASAPURAM,249047,13-May-2023
NARASAPURAM,235809,14-May-2023
NARASAPURAM,239580,15-May-2023
NARASAPURAM,249027,16-May-2023
NARASAPURAM,209310,17-May-2023
NARASAPURAM,197879,18-May-2023
NARASAPURAM,230704,19-May-2023
NARASAPURAM,211090,20-May-2023
NARASAPURAM,247783,21-May-2023
NARASAPURAM,222345,22-May-2023
NARASAPURAM,218059,23-May-2023
NARASAPURAM,203934,24-May-2023
NARASAPURAM,243970,25-May-2023
NARASAPURAM,163158,26-May-2023
NARASAPURAM,196298,27-May-2023
NARASAPURAM,201984,28-May-2023
NARASAPURAM,234639,29-May-2023
NARASAPURAM,235540,30-May-2023
NARASAPURAM,245661,31-May-2023
NARASAPURAM,248871,1-Jun-2023
NARASAPURAM,264645,2-Jun-2023
NARASAPURAM,275197,3-Jun-2023
NARASAPURAM,267845,4-Jun-2023
NARASAPURAM,259673,5-Jun-2023
NARASAPURAM,275693,6-Jun-2023
NARASAPURAM,249043,7-Jun-2023
NARASAPURAM,240740,8-Jun-2023
NARASAPURAM,278669,9-Jun-2023
NARASAPURAM,267690,10-Jun-2023
NARASAPURAM,211821,11-Jun-2023
NARASAPURAM,232676,12-Jun-2023
NARASAPURAM,294335,13-Jun-2023
NARASAPURAM,232237,14-Jun-2023
NARASAPURAM,211331,15-Jun-2023
NARASAPURAM,237775,16-Jun-2023
NARASAPURAM,212200,17-Jun-2023
NARASAPURAM,242280,18-Jun-2023
NARASAPURAM,258509,19-Jun-2023
NARASAPURAM,264178,20-Jun-2023
NARASAPURAM,186327,21-Jun-2023
NARASAPURAM,207392,22-Jun-2023
NARASAPURAM,200671,23-Jun-2023
NARASAPURAM,210271,24-Jun-2023
NARASAPURAM,212628,25-Jun-2023
NARASAPURAM,155886,26-Jun-2023
NARASAPURAM,237058,27-Jun-2023
NARASAPURAM,200455,28-Jun-2023
NARASAPURAM,158671,29-Jun-2023
NARASAPURAM,219622,30-Jun-2023
NARASAPURAM,230005,1-Jul-2023
NARASAPURAM,255594,2-Jul-2023
NARASAPURAM,214026,3-Jul-2023
NARASAPURAM,329252,4-Jul-2023
NARASAPURAM,235127,5-Jul-2023
NARASAPURAM,241004,6-Jul-2023
NARASAPURAM,282353,7-Jul-2023
NARASAPURAM,255290,8-Jul-2023
NARASAPURAM,222947,9-Jul-2023
NARASAPURAM,243193,10-Jul-2023
NARASAPURAM,228900,11-Jul-2023
NARASAPURAM,197382,12-Jul-2023
NARASAPURAM,207435,13-Jul-2023
NARASAPURAM,198744,14-Jul-2023
NARASAPURAM,192082,15-Jul-2023
NARASAPURAM,229787,16-Jul-2023
NARASAPURAM,182266,17-Jul-2023
NARASAPURAM,186415,18-Jul-2023
NARASAPURAM,195113,19-Jul-2023
NARASAPURAM,153234,20-Jul-2023
NARASAPURAM,170269,21-Jul-2023
NARASAPURAM,156588,22-Jul-2023
NARASAPURAM,225536,23-Jul-2023
NARASAPURAM,137878,24-Jul-2023
NARASAPURAM,198210,25-Jul-2023
NARASAPURAM,162321,26-Jul-2023
NARASAPURAM,241193,27-Jul-2023
NARASAPURAM,172565,28-Jul-2023
NARASAPURAM,219512,29-Jul-2023
NARASAPURAM,231630,30-Jul-2023
NARASAPURAM,206034,31-Jul-2023
NARASAPURAM,218916,1-Aug-2023
NARASAPURAM,247212,2-Aug-2023
NARASAPURAM,217912,3-Aug-2023
NARASAPURAM,221424,4-Aug-2023
NARASAPURAM,204694,5-Aug-2023
NARASAPURAM,259122,6-Aug-2023
NARASAPURAM,238161,7-Aug-2023
NARASAPURAM,246206,8-Aug-2023
NARASAPURAM,189641,9-Aug-2023
NARASAPURAM,171887,10-Aug-2023
NARASAPURAM,177131,11-Aug-2023
NARASAPURAM,245170,12-Aug-2023
NARASAPURAM,219649,13-Aug-2023
NARASAPURAM,235172,14-Aug-2023
NARASAPURAM,215390,15-Aug-2023
NARASAPURAM,200123,16-Aug-2023
NARASAPURAM,242286,17-Aug-2023
NARASAPURAM,156874,18-Aug-2023
NARASAPURAM,182379,19-Aug-2023
NARASAPURAM,202805,20-Aug-2023
NARASAPURAM,193038,21-Aug-2023
NARASAPURAM,245913,22-Aug-2023
NARASAPURAM,203413,23-Aug-2023
NARASAPURAM,251308,24-Aug-2023
NARASAPURAM,157462,25-Aug-2023
NARASAPURAM,144284,26-Aug-2023
NARASAPURAM,210334,27-Aug-2023
NARASAPURAM,209460,28-Aug-2023
NARASAPURAM,201371,29-Aug-2023
NARASAPURAM,203992,30-Aug-2023
NARASAPURAM,206317,31-Aug-2023
NARASAPURAM,226970,1-Sep-2023
NARASAPURAM,230554,2-Sep-2023
NARASAPURAM,230996,3-Sep-2023
NARASAPURAM,270959,4-Sep-2023
NARASAPURAM,236426,5-Sep-2023
NARASAPURAM,189464,6-Sep-2023
NARASAPURAM,267767,7-Sep-2023
NARASAPURAM,203394,8-Sep-2023
NARASAPURAM,220026,9-Sep-2023
NARASAPURAM,217088,10-Sep-2023
NARASAPURAM,70205,11-Sep-2023
NARASAPURAM,250731,12-Sep-2023
NARASAPURAM,229927,13-Sep-2023
NARASAPURAM,248665,14-Sep-2023
NARASAPURAM,213674,15-Sep-2023
NARASAPURAM,228236,16-Sep-2023
NARASAPURAM,276085,17-Sep-2023
NARASAPURAM,181319,18-Sep-2023
NARASAPURAM,190345,19-Sep-2023
NARASAPURAM,195663,20-Sep-2023
NARASAPURAM,136253,21-Sep-2023
NARASAPURAM,177418,22-Sep-2023
NARASAPURAM,220168,23-Sep-2023
NARASAPURAM,215564,24-Sep-2023
NARASAPURAM,143003,25-Sep-2023
NARASAPURAM,182409,26-Sep-2023
