Branch,Total Sales WT,Date
2AMALAPURAM,102450,1-Apr-2023
2AMALAPURAM,185482,2-Apr-2023
2AMALAPURAM,207088,3-Apr-2023
2AMALAPURAM,195484,4-Apr-2023
2AMALAPURAM,162124,5-Apr-2023
2AMALAPURAM,162996,6-Apr-2023
2AMALAPURAM,185005,7-Apr-2023
2AMALAPURAM,128342,8-Apr-2023
2AMALAPURAM,137893,9-Apr-2023
2AMALAPURAM,149011,10-Apr-2023
2AMALAPURAM,162371,11-Apr-2023
2AMALAPURAM,139837,12-Apr-2023
2AMALAPURAM,170344,13-Apr-2023
2AMALAPURAM,167042,14-Apr-2023
2AMALAPURAM,107616,15-Apr-2023
2AMALAPURAM,187531,16-Apr-2023
2AMALAPURAM,156392,17-Apr-2023
2AMALAPURAM,126639,18-Apr-2023
2AMALAPURAM,115239,19-Apr-2023
2AMALAPURAM,142341,20-Apr-2023
2AMALAPURAM,167601,21-Apr-2023
2AMALAPURAM,115490,22-Apr-2023
2AMALAPURAM,143265,23-Apr-2023
2AMALAPURAM,139330,24-Apr-2023
2AMALAPURAM,138168,25-Apr-2023
2AMALAPURAM,118969,26-Apr-2023
2AMALAPURAM,122270,27-Apr-2023
2AMALAPURAM,159786,28-Apr-2023
2AMALAPURAM,111503,29-Apr-2023
2AMALAPURAM,152368,30-Apr-2023
2AMALAPURAM,155014,1-May-2023
2AMALAPURAM,167777,2-May-2023
2AMALAPURAM,154057,3-May-2023
2AMALAPURAM,184424,4-May-2023
2AMALAPURAM,164088,5-May-2023
2AMALAPURAM,140839,6-May-2023
2AMALAPURAM,197768,7-May-2023
2AMALAPURAM,189071,8-May-2023
2AMALAPURAM,178916,9-May-2023
2AMALAPURAM,142305,10-May-2023
2AMALAPURAM,149519,11-May-2023
2AMALAPURAM,158137,12-May-2023
2AMALAPURAM,121378,13-May-2023
2AMALAPURAM,156958,14-May-2023
2AMALAPURAM,184527,15-May-2023
2AMALAPURAM,139513,16-May-2023
2AMALAPURAM,119543,17-May-2023
2AMALAPURAM,140118,18-May-2023
2AMALAPURAM,121540,19-May-2023
2AMALAPURAM,110259,20-May-2023
2AMALAPURAM,165704,21-May-2023
2AMALAPURAM,143537,22-May-2023
2AMALAPURAM,141074,23-May-2023
2AMALAPURAM,121000,24-May-2023
2AMALAPURAM,125959,25-May-2023
2AMALAPURAM,146944,26-May-2023
2AMALAPURAM,99109,27-May-2023
2AMALAPURAM,135447,28-May-2023
2AMALAPURAM,128976,29-May-2023
2AMALAPURAM,140555,30-May-2023
2AMALAPURAM,129537,31-May-2023
2AMALAPURAM,177927,1-Jun-2023
2AMALAPURAM,177317,2-Jun-2023
2AMALAPURAM,151265,3-Jun-2023
2AMALAPURAM,203517,4-Jun-2023
2AMALAPURAM,164363,5-Jun-2023
2AMALAPURAM,128429,6-Jun-2023
2AMALAPURAM,131007,7-Jun-2023
2AMALAPURAM,224472,8-Jun-2023
2AMALAPURAM,165328,9-Jun-2023
2AMALAPURAM,145593,10-Jun-2023
2AMALAPURAM,190452,11-Jun-2023
2AMALAPURAM,182900,12-Jun-2023
2AMALAPURAM,157210,13-Jun-2023
2AMALAPURAM,147228,14-Jun-2023
2AMALAPURAM,155855,15-Jun-2023
2AMALAPURAM,160702,16-Jun-2023
2AMALAPURAM,126758,17-Jun-2023
2AMALAPURAM,198738,18-Jun-2023
2AMALAPURAM,153105,19-Jun-2023
2AMALAPURAM,135968,20-Jun-2023
2AMALAPURAM,119060,21-Jun-2023
2AMALAPURAM,96150,22-Jun-2023
2AMALAPURAM,172990,23-Jun-2023
2AMALAPURAM,129114,24-Jun-2023
2AMALAPURAM,158673,25-Jun-2023
2AMALAPURAM,139387,26-Jun-2023
2AMALAPURAM,138356,27-Jun-2023
2AMALAPURAM,142676,28-Jun-2023
2AMALAPURAM,113758,29-Jun-2023
2AMALAPURAM,116198,30-Jun-2023
2AMALAPURAM,128771,1-Jul-2023
2AMALAPURAM,206527,2-Jul-2023
2AMALAPURAM,126152,3-Jul-2023
2AMALAPURAM,194943,4-Jul-2023
2AMALAPURAM,193828,5-Jul-2023
2AMALAPURAM,204853,6-Jul-2023
2AMALAPURAM,185926,7-Jul-2023
2AMALAPURAM,153344,8-Jul-2023
2AMALAPURAM,203461,9-Jul-2023
2AMALAPURAM,200641,10-Jul-2023
2AMALAPURAM,158516,11-Jul-2023
2AMALAPURAM,122816,12-Jul-2023
2AMALAPURAM,129610,13-Jul-2023
2AMALAPURAM,140023,14-Jul-2023
2AMALAPURAM,150814,15-Jul-2023
2AMALAPURAM,162130,16-Jul-2023
2AMALAPURAM,130450,17-Jul-2023
2AMALAPURAM,140852,18-Jul-2023
2AMALAPURAM,108817,19-Jul-2023
2AMALAPURAM,157261,20-Jul-2023
2AMALAPURAM,139065,21-Jul-2023
2AMALAPURAM,88122,22-Jul-2023
2AMALAPURAM,162673,23-Jul-2023
2AMALAPURAM,82562,24-Jul-2023
2AMALAPURAM,119002,25-Jul-2023
2AMALAPURAM,108641,26-Jul-2023
2AMALAPURAM,169948,27-Jul-2023
2AMALAPURAM,130346,28-Jul-2023
2AMALAPURAM,136378,29-Jul-2023
2AMALAPURAM,137918,30-Jul-2023
2AMALAPURAM,96521,31-Jul-2023
2AMALAPURAM,140422,1-Aug-2023
2AMALAPURAM,174093,2-Aug-2023
2AMALAPURAM,206191,3-Aug-2023
2AMALAPURAM,190949,4-Aug-2023
2AMALAPURAM,166656,5-Aug-2023
2AMALAPURAM,198385,6-Aug-2023
2AMALAPURAM,153430,7-Aug-2023
2AMALAPURAM,147160,8-Aug-2023
2AMALAPURAM,140908,9-Aug-2023
2AMALAPURAM,128748,10-Aug-2023
2AMALAPURAM,119602,11-Aug-2023
2AMALAPURAM,120605,12-Aug-2023
2AMALAPURAM,153574,13-Aug-2023
2AMALAPURAM,156940,14-Aug-2023
2AMALAPURAM,132007,15-Aug-2023
2AMALAPURAM,120938,16-Aug-2023
2AMALAPURAM,150103,17-Aug-2023
2AMALAPURAM,119768,18-Aug-2023
2AMALAPURAM,116099,19-Aug-2023
2AMALAPURAM,176539,20-Aug-2023
2AMALAPURAM,141861,21-Aug-2023
2AMALAPURAM,156166,22-Aug-2023
2AMALAPURAM,170790,23-Aug-2023
2AMALAPURAM,264673,24-Aug-2023
2AMALAPURAM,65929,25-Aug-2023
2AMALAPURAM,96525,26-Aug-2023
2AMALAPURAM,115082,27-Aug-2023
2AMALAPURAM,114310,28-Aug-2023
2AMALAPURAM,118125,29-Aug-2023
2AMALAPURAM,120830,30-Aug-2023
2AMALAPURAM,143359,31-Aug-2023
2AMALAPURAM,116515,1-Sep-2023
2AMALAPURAM,131618,2-Sep-2023
2AMALAPURAM,221332,3-Sep-2023
2AMALAPURAM,183435,4-Sep-2023
2AMALAPURAM,156181,5-Sep-2023
2AMALAPURAM,135062,6-Sep-2023
2AMALAPURAM,204254,7-Sep-2023
2AMALAPURAM,156245,8-Sep-2023
2AMALAPURAM,142023,9-Sep-2023
2AMALAPURAM,167785,10-Sep-2023
2AMALAPURAM,118018,11-Sep-2023
2AMALAPURAM,195889,12-Sep-2023
2AMALAPURAM,165412,13-Sep-2023
2AMALAPURAM,169259,14-Sep-2023
2AMALAPURAM,181312,15-Sep-2023
2AMALAPURAM,158812,16-Sep-2023
2AMALAPURAM,254391,17-Sep-2023
2AMALAPURAM,78150,18-Sep-2023
2AMALAPURAM,116958,19-Sep-2023
2AMALAPURAM,113771,20-Sep-2023
2AMALAPURAM,112060,21-Sep-2023
2AMALAPURAM,129943,22-Sep-2023
2AMALAPURAM,108606,23-Sep-2023
2AMALAPURAM,136418,24-Sep-2023
2AMALAPURAM,145580,25-Sep-2023
2AMALAPURAM,116547,26-Sep-2023
2AMALAPURAM,81621,27-Sep-2023
2AMALAPURAM,158249,28-Sep-2023
2AMALAPURAM,129177,29-Sep-2023
2AMALAPURAM,98785,30-Sep-2023
2AMALAPURAM,160217,1-Oct-2023
2AMALAPURAM,156692,2-Oct-2023
2AMALAPURAM,135242,3-Oct-2023
2AMALAPURAM,184442,4-Oct-2023
2AMALAPURAM,203398,5-Oct-2023
2AMALAPURAM,153813,6-Oct-2023
2AMALAPURAM,127746,7-Oct-2023
2AMALAPURAM,242991,8-Oct-2023
2AMALAPURAM,162972,9-Oct-2023
2AMALAPURAM,130696,10-Oct-2023
2AMALAPURAM,168062,11-Oct-2023
2AMALAPURAM,169335,12-Oct-2023
2AMALAPURAM,166286,13-Oct-2023
2AMALAPURAM,133000,14-Oct-2023
2AMALAPURAM,167987,15-Oct-2023
2AMALAPURAM,130225,16-Oct-2023
2AMALAPURAM,123117,17-Oct-2023
2AMALAPURAM,131117,18-Oct-2023
2AMALAPURAM,119856,19-Oct-2023
2AMALAPURAM,148793,20-Oct-2023
2AMALAPURAM,126643,21-Oct-2023
2AMALAPURAM,178673,22-Oct-2023
2AMALAPURAM,156477,23-Oct-2023
2AMALAPURAM,124202,24-Oct-2023
2AMALAPURAM,115041,25-Oct-2023
2AMALAPURAM,152117,26-Oct-2023
2AMALAPURAM,133669,27-Oct-2023
2AMALAPURAM,106885,28-Oct-2023
2AMALAPURAM,185553,29-Oct-2023
2AMALAPURAM,151673,30-Oct-2023
2AMALAPURAM,136327,31-Oct-2023
2AMALAPURAM,137456,1-Nov-2023
2AMALAPURAM,180183,2-Nov-2023
2AMALAPURAM,198490,3-Nov-2023
2AMALAPURAM,140602,4-Nov-2023
2AMALAPURAM,255816,5-Nov-2023
2AMALAPURAM,187164,6-Nov-2023
2AMALAPURAM,164142,7-Nov-2023
2AMALAPURAM,125241,8-Nov-2023
2AMALAPURAM,230800,9-Nov-2023
2AMALAPURAM,297326,10-Nov-2023
2AMALAPURAM,254634,11-Nov-2023
2AMALAPURAM,174580,12-Nov-2023
2AMALAPURAM,159097,13-Nov-2023
2AMALAPURAM,188832,14-Nov-2023
2AMALAPURAM,112511,15-Nov-2023
2AMALAPURAM,153447,16-Nov-2023
2AMALAPURAM,104720,17-Nov-2023
2AMALAPURAM,104592,18-Nov-2023
2AMALAPURAM,144266,19-Nov-2023
2AMALAPURAM,107761,20-Nov-2023
2AMALAPURAM,143227,21-Nov-2023
2AMALAPURAM,133073,22-Nov-2023
2AMALAPURAM,128318,23-Nov-2023
2AMALAPURAM,134004,24-Nov-2023
2AMALAPURAM,103082,25-Nov-2023
2AMALAPURAM,152485,26-Nov-2023
2AMALAPURAM,134876,27-Nov-2023
2AMALAPURAM,132070,28-Nov-2023
2AMALAPURAM,116227,29-Nov-2023
2AMALAPURAM,141972,30-Nov-2023
2AMALAPURAM,178369,1-Dec-2023
2AMALAPURAM,131011,2-Dec-2023
2AMALAPURAM,198204,3-Dec-2023
2AMALAPURAM,98002,4-Dec-2023
2AMALAPURAM,149750,5-Dec-2023
2AMALAPURAM,227656,6-Dec-2023
2AMALAPURAM,184013,7-Dec-2023
2AMALAPURAM,186638,8-Dec-2023
2AMALAPURAM,147554,9-Dec-2023
2AMALAPURAM,199662,10-Dec-2023
2AMALAPURAM,159140,11-Dec-2023
2AMALAPURAM,134610,12-Dec-2023
2AMALAPURAM,153787,13-Dec-2023
2AMALAPURAM,164439,14-Dec-2023
2AMALAPURAM,136080,15-Dec-2023
2AMALAPURAM,110229,16-Dec-2023
2AMALAPURAM,159114,17-Dec-2023
2AMALAPURAM,137535,18-Dec-2023
2AMALAPURAM,150651,19-Dec-2023
2AMALAPURAM,116792,20-Dec-2023
2AMALAPURAM,154405,21-Dec-2023
2AMALAPURAM,143268,22-Dec-2023
2AMALAPURAM,135639,23-Dec-2023
2AMALAPURAM,170339,24-Dec-2023
2AMALAPURAM,150461,25-Dec-2023
2AMALAPURAM,132362,26-Dec-2023
2AMALAPURAM,111620,27-Dec-2023
2AMALAPURAM,156744,28-Dec-2023
2AMALAPURAM,165106,29-Dec-2023
2AMALAPURAM,141898,30-Dec-2023
2AMALAPURAM,183450,31-Dec-2023
2AMALAPURAM,161347,1-Jan-2024
2AMALAPURAM,193897,2-Jan-2024
2AMALAPURAM,193377,3-Jan-2024
2AMALAPURAM,231427,4-Jan-2024
2AMALAPURAM,194965,5-Jan-2024
2AMALAPURAM,160523,6-Jan-2024
2AMALAPURAM,252264,7-Jan-2024
2AMALAPURAM,138155,8-Jan-2024
2AMALAPURAM,228867,9-Jan-2024
2AMALAPURAM,201936,10-Jan-2024
2AMALAPURAM,277838,11-Jan-2024
2AMALAPURAM,317874,12-Jan-2024
2AMALAPURAM,254478,13-Jan-2024
2AMALAPURAM,136082,14-Jan-2024
2AMALAPURAM,120469,15-Jan-2024
2AMALAPURAM,87750,16-Jan-2024
2AMALAPURAM,110006,17-Jan-2024
2AMALAPURAM,132384,18-Jan-2024
2AMALAPURAM,147292,19-Jan-2024
2AMALAPURAM,113977,20-Jan-2024
2AMALAPURAM,122212,21-Jan-2024
2AMALAPURAM,144805,22-Jan-2024
2AMALAPURAM,132729,23-Jan-2024
2AMALAPURAM,119324,24-Jan-2024
2AMALAPURAM,137034,25-Jan-2024
2AMALAPURAM,143548,26-Jan-2024
2AMALAPURAM,114799,27-Jan-2024
2AMALAPURAM,175047,28-Jan-2024
2AMALAPURAM,122115,29-Jan-2024
2AMALAPURAM,120247,30-Jan-2024
2AMALAPURAM,118199,31-Jan-2024
2AMALAPURAM,175287,1-Feb-2024
2AMALAPURAM,198781,2-Feb-2024
2AMALAPURAM,176673,3-Feb-2024
2AMALAPURAM,200742,4-Feb-2024
2AMALAPURAM,166244,5-Feb-2024
2AMALAPURAM,133003,6-Feb-2024
2AMALAPURAM,147453,7-Feb-2024
2AMALAPURAM,154071,8-Feb-2024
2AMALAPURAM,176108,9-Feb-2024
2AMALAPURAM,150469,10-Feb-2024
2AMALAPURAM,200123,11-Feb-2024
2AMALAPURAM,64016,12-Feb-2024
2AMALAPURAM,144377,13-Feb-2024
2AMALAPURAM,116772,14-Feb-2024
2AMALAPURAM,114185,15-Feb-2024
2AMALAPURAM,103150,16-Feb-2024
2AMALAPURAM,105792,17-Feb-2024
2AMALAPURAM,129474,18-Feb-2024
2AMALAPURAM,128950,19-Feb-2024
2AMALAPURAM,159894,20-Feb-2024
2AMALAPURAM,105057,21-Feb-2024
2AMALAPURAM,129415,22-Feb-2024
2AMALAPURAM,139753,23-Feb-2024
2AMALAPURAM,105381,24-Feb-2024
2AMALAPURAM,140608,25-Feb-2024
2AMALAPURAM,127268,26-Feb-2024
2AMALAPURAM,121931,27-Feb-2024
2AMALAPURAM,118778,28-Feb-2024
2AMALAPURAM,148436,29-Feb-2024
2AMALAPURAM,184456,1-Mar-2024
2AMALAPURAM,139152,2-Mar-2024
2AMALAPURAM,250923,3-Mar-2024
2AMALAPURAM,176785,4-Mar-2024
2AMALAPURAM,188410,5-Mar-2024
2AMALAPURAM,153569,6-Mar-2024
2AMALAPURAM,195964,7-Mar-2024
2AMALAPURAM,148500,8-Mar-2024
2AMALAPURAM,159157,9-Mar-2024
2AMALAPURAM,181313,10-Mar-2024
2AMALAPURAM,186760,11-Mar-2024
2AMALAPURAM,138431,12-Mar-2024
2AMALAPURAM,126083,13-Mar-2024
2AMALAPURAM,122406,14-Mar-2024
2AMALAPURAM,124013,15-Mar-2024
2AMALAPURAM,113487,16-Mar-2024
2AMALAPURAM,183519,17-Mar-2024
2AMALAPURAM,154362,18-Mar-2024
2AMALAPURAM,147830,19-Mar-2024
2AMALAPURAM,101433,20-Mar-2024
2AMALAPURAM,139812,21-Mar-2024
2AMALAPURAM,110369,22-Mar-2024
2AMALAPURAM,108678,23-Mar-2024
2AMALAPURAM,145256,24-Mar-2024
2AMALAPURAM,171630,25-Mar-2024
2AMALAPURAM,142966,26-Mar-2024
2AMALAPURAM,99193,27-Mar-2024
2AMALAPURAM,146712,28-Mar-2024
2AMALAPURAM,162321,29-Mar-2024
2AMALAPURAM,119672,30-Mar-2024
2AMALAPURAM,136155,31-Mar-2024
2MANDAPETA,117882,1-Apr-2023
2MANDAPETA,142523,2-Apr-2023
2MANDAPETA,178467,3-Apr-2023
2MANDAPETA,126813,4-Apr-2023
2MANDAPETA,196541,5-Apr-2023
2MANDAPETA,167962,6-Apr-2023
2MANDAPETA,151520,7-Apr-2023
2MANDAPETA,146183,8-Apr-2023
2MANDAPETA,174421,9-Apr-2023
2MANDAPETA,173503,10-Apr-2023
2MANDAPETA,132791,11-Apr-2023
2MANDAPETA,183155,12-Apr-2023
2MANDAPETA,160311,13-Apr-2023
2MANDAPETA,159262,14-Apr-2023
2MANDAPETA,126974,15-Apr-2023
2MANDAPETA,177094,16-Apr-2023
2MANDAPETA,166440,17-Apr-2023
2MANDAPETA,148187,18-Apr-2023
2MANDAPETA,135244,19-Apr-2023
2MANDAPETA,131431,20-Apr-2023
2MANDAPETA,161843,21-Apr-2023
2MANDAPETA,118178,22-Apr-2023
2MANDAPETA,118670,23-Apr-2023
2MANDAPETA,136694,24-Apr-2023
2MANDAPETA,94529,25-Apr-2023
2MANDAPETA,151010,26-Apr-2023
2MANDAPETA,131377,27-Apr-2023
2MANDAPETA,145076,28-Apr-2023
2MANDAPETA,132714,29-Apr-2023
2MANDAPETA,140329,30-Apr-2023
2MANDAPETA,153889,1-May-2023
2MANDAPETA,148214,2-May-2023
2MANDAPETA,166832,3-May-2023
2MANDAPETA,214308,4-May-2023
2MANDAPETA,164015,5-May-2023
2MANDAPETA,166475,6-May-2023
2MANDAPETA,201611,7-May-2023
2MANDAPETA,166451,8-May-2023
2MANDAPETA,153539,9-May-2023
2MANDAPETA,143666,10-May-2023
2MANDAPETA,147062,11-May-2023
2MANDAPETA,146793,12-May-2023
2MANDAPETA,124353,13-May-2023
2MANDAPETA,158534,14-May-2023
2MANDAPETA,127964,15-May-2023
2MANDAPETA,125834,16-May-2023
2MANDAPETA,159562,17-May-2023
2MANDAPETA,162963,18-May-2023
2MANDAPETA,140122,19-May-2023
2MANDAPETA,101250,20-May-2023
2MANDAPETA,183091,21-May-2023
2MANDAPETA,149112,22-May-2023
2MANDAPETA,112562,23-May-2023
2MANDAPETA,184624,24-May-2023
2MANDAPETA,143110,25-May-2023
2MANDAPETA,129661,26-May-2023
2MANDAPETA,115418,27-May-2023
2MANDAPETA,114127,28-May-2023
2MANDAPETA,165382,29-May-2023
2MANDAPETA,145701,30-May-2023
2MANDAPETA,150956,31-May-2023
2MANDAPETA,184709,1-Jun-2023
2MANDAPETA,193122,2-Jun-2023
2MANDAPETA,150418,3-Jun-2023
2MANDAPETA,222888,4-Jun-2023
2MANDAPETA,191132,5-Jun-2023
2MANDAPETA,151893,6-Jun-2023
2MANDAPETA,213958,7-Jun-2023
2MANDAPETA,183525,8-Jun-2023
2MANDAPETA,192188,9-Jun-2023
2MANDAPETA,165924,10-Jun-2023
2MANDAPETA,202466,11-Jun-2023
2MANDAPETA,202009,12-Jun-2023
2MANDAPETA,145906,13-Jun-2023
2MANDAPETA,165222,14-Jun-2023
2MANDAPETA,170191,15-Jun-2023
2MANDAPETA,145434,16-Jun-2023
2MANDAPETA,114835,17-Jun-2023
2MANDAPETA,190333,18-Jun-2023
2MANDAPETA,173063,19-Jun-2023
2MANDAPETA,106112,20-Jun-2023
2MANDAPETA,139723,21-Jun-2023
2MANDAPETA,150139,22-Jun-2023
2MANDAPETA,141779,23-Jun-2023
2MANDAPETA,129376,24-Jun-2023
2MANDAPETA,165305,25-Jun-2023
2MANDAPETA,146415,26-Jun-2023
2MANDAPETA,114429,27-Jun-2023
2MANDAPETA,145298,28-Jun-2023
2MANDAPETA,134184,29-Jun-2023
2MANDAPETA,140423,30-Jun-2023
2MANDAPETA,134329,1-Jul-2023
2MANDAPETA,227213,2-Jul-2023
2MANDAPETA,143603,3-Jul-2023
2MANDAPETA,149579,4-Jul-2023
2MANDAPETA,243260,5-Jul-2023
2MANDAPETA,178704,6-Jul-2023
2MANDAPETA,156404,7-Jul-2023
2MANDAPETA,135458,8-Jul-2023
2MANDAPETA,214067,9-Jul-2023
2MANDAPETA,166576,10-Jul-2023
2MANDAPETA,112039,11-Jul-2023
2MANDAPETA,133051,12-Jul-2023
2MANDAPETA,160150,13-Jul-2023
2MANDAPETA,166650,14-Jul-2023
2MANDAPETA,111825,15-Jul-2023
2MANDAPETA,196860,16-Jul-2023
2MANDAPETA,147202,17-Jul-2023
2MANDAPETA,87579,18-Jul-2023
2MANDAPETA,94591,19-Jul-2023
2MANDAPETA,173712,20-Jul-2023
2MANDAPETA,124099,21-Jul-2023
2MANDAPETA,114232,22-Jul-2023
2MANDAPETA,168629,23-Jul-2023
2MANDAPETA,91006,24-Jul-2023
2MANDAPETA,122606,25-Jul-2023
2MANDAPETA,132890,26-Jul-2023
2MANDAPETA,170817,27-Jul-2023
2MANDAPETA,164972,28-Jul-2023
2MANDAPETA,123598,29-Jul-2023
2MANDAPETA,155286,30-Jul-2023
2MANDAPETA,161875,31-Jul-2023
2MANDAPETA,132690,1-Aug-2023
2MANDAPETA,172011,2-Aug-2023
2MANDAPETA,167781,3-Aug-2023
2MANDAPETA,174858,4-Aug-2023
2MANDAPETA,120116,5-Aug-2023
2MANDAPETA,199325,6-Aug-2023
2MANDAPETA,193574,7-Aug-2023
2MANDAPETA,131929,8-Aug-2023
2MANDAPETA,147612,9-Aug-2023
2MANDAPETA,121607,10-Aug-2023
2MANDAPETA,137508,11-Aug-2023
2MANDAPETA,137426,12-Aug-2023
2MANDAPETA,174662,13-Aug-2023
2MANDAPETA,142998,14-Aug-2023
2MANDAPETA,155962,15-Aug-2023
2MANDAPETA,93566,16-Aug-2023
2MANDAPETA,169944,17-Aug-2023
2MANDAPETA,123366,18-Aug-2023
2MANDAPETA,126803,19-Aug-2023
2MANDAPETA,202990,20-Aug-2023
2MANDAPETA,141290,21-Aug-2023
2MANDAPETA,127504,22-Aug-2023
2MANDAPETA,171050,23-Aug-2023
2MANDAPETA,245041,24-Aug-2023
2MANDAPETA,88083,25-Aug-2023
2MANDAPETA,98727,26-Aug-2023
2MANDAPETA,140978,27-Aug-2023
2MANDAPETA,124437,28-Aug-2023
2MANDAPETA,111972,29-Aug-2023
2MANDAPETA,156234,30-Aug-2023
2MANDAPETA,171867,31-Aug-2023
2MANDAPETA,142782,1-Sep-2023
2MANDAPETA,135543,2-Sep-2023
2MANDAPETA,199717,3-Sep-2023
2MANDAPETA,182997,4-Sep-2023
2MANDAPETA,158039,5-Sep-2023
2MANDAPETA,171647,6-Sep-2023
2MANDAPETA,173260,7-Sep-2023
2MANDAPETA,141010,8-Sep-2023
2MANDAPETA,137380,9-Sep-2023
2MANDAPETA,182024,10-Sep-2023
2MANDAPETA,99262,11-Sep-2023
2MANDAPETA,131548,12-Sep-2023
2MANDAPETA,179833,13-Sep-2023
2MANDAPETA,140328,14-Sep-2023
2MANDAPETA,173088,15-Sep-2023
2MANDAPETA,151288,16-Sep-2023
2MANDAPETA,225129,17-Sep-2023
2MANDAPETA,121603,18-Sep-2023
2MANDAPETA,141486,19-Sep-2023
2MANDAPETA,133814,20-Sep-2023
2MANDAPETA,105938,21-Sep-2023
2MANDAPETA,133345,22-Sep-2023
2MANDAPETA,95174,23-Sep-2023
2MANDAPETA,190870,24-Sep-2023
2MANDAPETA,133985,25-Sep-2023
2MANDAPETA,127227,26-Sep-2023
2MANDAPETA,122690,27-Sep-2023
2MANDAPETA,149454,28-Sep-2023
2MANDAPETA,120808,29-Sep-2023
2MANDAPETA,132469,30-Sep-2023
2MANDAPETA,171395,1-Oct-2023
2MANDAPETA,174930,2-Oct-2023
2MANDAPETA,112868,3-Oct-2023
2MANDAPETA,184605,4-Oct-2023
2MANDAPETA,196147,5-Oct-2023
2MANDAPETA,172367,6-Oct-2023
2MANDAPETA,118776,7-Oct-2023
2MANDAPETA,200149,8-Oct-2023
2MANDAPETA,137667,9-Oct-2023
2MANDAPETA,134556,10-Oct-2023
2MANDAPETA,170860,11-Oct-2023
2MANDAPETA,165998,12-Oct-2023
2MANDAPETA,166931,13-Oct-2023
2MANDAPETA,130746,14-Oct-2023
2MANDAPETA,179730,15-Oct-2023
2MANDAPETA,151284,16-Oct-2023
2MANDAPETA,99252,17-Oct-2023
2MANDAPETA,154289,18-Oct-2023
2MANDAPETA,132145,19-Oct-2023
2MANDAPETA,113400,20-Oct-2023
2MANDAPETA,127698,21-Oct-2023
2MANDAPETA,181426,22-Oct-2023
2MANDAPETA,154598,23-Oct-2023
2MANDAPETA,182954,24-Oct-2023
2MANDAPETA,146797,25-Oct-2023
2MANDAPETA,132636,26-Oct-2023
2MANDAPETA,136847,27-Oct-2023
2MANDAPETA,137977,28-Oct-2023
2MANDAPETA,199305,29-Oct-2023
2MANDAPETA,162151,30-Oct-2023
2MANDAPETA,105222,31-Oct-2023
2MANDAPETA,164909,1-Nov-2023
2MANDAPETA,175594,2-Nov-2023
2MANDAPETA,199210,3-Nov-2023
2MANDAPETA,153970,4-Nov-2023
2MANDAPETA,187591,5-Nov-2023
2MANDAPETA,169034,6-Nov-2023
2MANDAPETA,153459,7-Nov-2023
2MANDAPETA,183265,8-Nov-2023
2MANDAPETA,165718,9-Nov-2023
2MANDAPETA,217939,10-Nov-2023
2MANDAPETA,196808,11-Nov-2023
2MANDAPETA,145025,12-Nov-2023
2MANDAPETA,205899,13-Nov-2023
2MANDAPETA,164945,14-Nov-2023
2MANDAPETA,147151,15-Nov-2023
2MANDAPETA,147981,16-Nov-2023
2MANDAPETA,118956,17-Nov-2023
2MANDAPETA,110529,18-Nov-2023
2MANDAPETA,130652,19-Nov-2023
2MANDAPETA,132551,20-Nov-2023
2MANDAPETA,121531,21-Nov-2023
2MANDAPETA,151673,22-Nov-2023
2MANDAPETA,138033,23-Nov-2023
2MANDAPETA,145582,24-Nov-2023
2MANDAPETA,135064,25-Nov-2023
2MANDAPETA,155435,26-Nov-2023
2MANDAPETA,137104,27-Nov-2023
2MANDAPETA,118625,28-Nov-2023
2MANDAPETA,133700,29-Nov-2023
2MANDAPETA,116314,30-Nov-2023
2MANDAPETA,170020,1-Dec-2023
2MANDAPETA,175266,2-Dec-2023
2MANDAPETA,184040,3-Dec-2023
2MANDAPETA,94610,4-Dec-2023
2MANDAPETA,107916,5-Dec-2023
2MANDAPETA,223037,6-Dec-2023
2MANDAPETA,228118,7-Dec-2023
2MANDAPETA,163346,8-Dec-2023
2MANDAPETA,151227,9-Dec-2023
2MANDAPETA,208656,10-Dec-2023
2MANDAPETA,145040,11-Dec-2023
2MANDAPETA,135636,12-Dec-2023
2MANDAPETA,163818,13-Dec-2023
2MANDAPETA,157030,14-Dec-2023
2MANDAPETA,203333,15-Dec-2023
2MANDAPETA,136659,16-Dec-2023
2MANDAPETA,227927,17-Dec-2023
2MANDAPETA,126785,18-Dec-2023
2MANDAPETA,151846,19-Dec-2023
2MANDAPETA,172767,20-Dec-2023
2MANDAPETA,173792,21-Dec-2023
2MANDAPETA,162424,22-Dec-2023
2MANDAPETA,132393,23-Dec-2023
2MANDAPETA,165231,24-Dec-2023
2MANDAPETA,187538,25-Dec-2023
2MANDAPETA,130122,26-Dec-2023
2MANDAPETA,142374,27-Dec-2023
2MANDAPETA,139081,28-Dec-2023
2MANDAPETA,180292,29-Dec-2023
2MANDAPETA,150212,30-Dec-2023
2MANDAPETA,178922,31-Dec-2023
2MANDAPETA,136256,1-Jan-2024
2MANDAPETA,139632,2-Jan-2024
2MANDAPETA,191651,3-Jan-2024
2MANDAPETA,166172,4-Jan-2024
2MANDAPETA,178894,5-Jan-2024
2MANDAPETA,163024,6-Jan-2024
2MANDAPETA,231669,7-Jan-2024
2MANDAPETA,169016,8-Jan-2024
2MANDAPETA,191315,9-Jan-2024
2MANDAPETA,213640,10-Jan-2024
2MANDAPETA,180671,11-Jan-2024
2MANDAPETA,315985,12-Jan-2024
2MANDAPETA,247671,13-Jan-2024
